Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2022,08,001000,001,    ,99990 ,00000 ,97489 ,216,19740, , ,80601      ,4,8,12,Adams County Unincorporated Area,131,131,37684406,0,0,0,0,0,0,1,11,222760,131,131,37684406,0,0,0,0,0,0,1,11,222760
2022,08,003000,071,0005,00760 ,00000 ,479 ,999,99999, , ,81020      ,4,8,12,Aguilar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,08,005000,121,0010,00925 ,00000 ,1682 ,999,99999, , ,80720      ,4,8,12,Akron town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,08,007000,003,0015,01090 ,00000 ,9367 ,999,99999, , ,81101      ,4,8,12,Alamosa,14,14,3375965,2,4,656276,0,0,0,4,45,2600000,14,14,3375965,2,4,656276,0,0,0,4,45,2600000
2022,08,009000,003,    ,99990 ,00000 ,6709 ,999,99999, , ,81101      ,4,8,12,Alamosa County Unincorporated Area,39,39,6942224,0,0,0,0,0,0,0,0,0,39,39,6942224,0,0,0,0,0,0,0,0,0
2022,08,011000,093,0020,01530 ,00000 ,329 ,216,19740, , ,80420      ,4,8,12,Alma town,3,3,1350000,0,0,0,0,0,0,0,0,0,3,3,1350000,0,0,0,0,0,0,0,0,0
2022,08,013000,021,0025,02355 ,00000 ,752 ,999,99999, , ,81120      ,4,8,0,Antonito town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,08,015000,005,    ,99990 ,00000 ,94719 ,216,19740, , ,80112      ,4,8,12,Arapahoe County Unincorporated Area,295,295,83562823,0,0,0,0,0,0,6,30,4278744,295,295,83562823,0,0,0,0,0,0,6,30,4278744
2022,08,017000,007,    ,99990 ,00000 ,12064 ,999,99999, , ,81147      ,4,8,12,Archuleta County Unincorporated Area,123,123,42733000,1,2,487000,0,0,0,0,0,0,123,123,42733000,1,2,487000,0,0,0,0,0,0
2022,08,023000,059,0040,03455 ,00000 ,118822 ,216,19740,2, ,80002      ,4,8,12,Arvada,357,357,100863296,2,4,456969,0,0,0,0,0,0,357,357,100863296,2,4,456969,0,0,0,0,0,0
2022,08,025000,097,0045,03620 ,00000 ,7657 ,999,99999, , ,81611      ,4,8,12,Aspen,10,10,61777277,1,2,7783020,0,0,0,0,0,0,10,10,61777277,1,2,7783020,0,0,0,0,0,0
