Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2017,08,001,4,8,Adams County                  ,1899,1899,610471257,9,18,2932034,20,66,12749566,19,569,41517017,1899,1899,610471257,9,18,2932034,20,66,12749566,19,569,41517017
2017,08,003,4,8,Alamosa County                ,20,20,1886915,0,0,0,0,0,0,9,49,2531643,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,005,4,8,Arapahoe County               ,2327,2327,562120027,12,24,2228901,11,34,4746352,9,361,47626080,2319,2319,561283156,12,24,2228901,11,34,4746352,9,361,47626080
2017,08,007,4,8,Archuleta County              ,164,164,38633798,3,6,865000,1,3,1356080,0,0,0,164,164,38633798,3,6,865000,1,3,1356080,0,0,0
2017,08,009,4,8,Baca County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,011,4,8,Bent County                   ,3,3,1312395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,013,4,8,Boulder County                ,808,808,288673462,3,6,808644,5,16,2985098,51,837,124800611,793,793,285870581,2,4,480000,4,13,2637044,50,832,124060704
2017,08,014,4,8,Broomfield County             ,398,398,121313203,0,0,0,0,0,0,3,18,2728128,398,398,121313203,0,0,0,0,0,0,3,18,2728128
2017,08,015,4,8,Chaffee County                ,132,132,34972653,5,10,1619810,4,12,2198800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,017,4,8,Cheyenne County               ,3,3,377600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,019,4,8,Clear Creek County            ,20,20,6238140,0,0,0,0,0,0,1,10,1454170,20,20,6238140,0,0,0,0,0,0,1,10,1454170
2017,08,021,4,8,Conejos County                ,24,24,3048900,0,0,0,0,0,0,0,0,0,24,24,3048900,0,0,0,0,0,0,0,0,0
2017,08,023,4,8,Costilla County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,025,4,8,Crowley County                ,3,3,720000,0,0,0,0,0,0,0,0,0,3,3,720000,0,0,0,0,0,0,0,0,0
2017,08,027,4,8,Custer County                 ,74,74,18304086,0,0,0,0,0,0,0,0,0,74,74,18304086,0,0,0,0,0,0,0,0,0
2017,08,029,4,8,Delta County                  ,46,46,8919157,0,0,0,0,0,0,0,0,0,46,46,8919157,0,0,0,0,0,0,0,0,0
2017,08,031,4,8,Denver County                 ,2370,2370,560293517,95,190,38194085,2,8,972000,58,7957,962026242,2370,2370,560293517,95,190,38194085,2,8,972000,58,7957,962026242
2017,08,033,4,8,Dolores County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,035,4,8,Douglas County                ,2395,2395,747675915,1,2,418365,0,0,0,67,1345,171229112,2361,2361,734143154,1,2,418365,0,0,0,67,1345,171229112
2017,08,037,4,8,Eagle County                  ,304,304,122753697,2,4,880098,4,15,2449908,8,103,13961112,295,295,118253697,2,4,880098,4,15,2449908,8,103,13961112
2017,08,039,4,8,Elbert County                 ,163,163,49655433,0,0,0,0,0,0,0,0,0,162,162,49495003,0,0,0,0,0,0,0,0,0
2017,08,041,4,8,El Paso County                ,3742,3742,1476222763,2,4,456375,1,3,200000,27,1106,143129078,3742,3742,1476222763,2,4,456375,1,3,200000,27,1106,143129078
2017,08,043,4,8,Fremont County                ,87,87,18600603,1,2,269000,0,0,0,1,30,4496000,87,87,18600603,1,2,269000,0,0,0,1,30,4496000
2017,08,045,4,8,Garfield County               ,123,123,33441476,3,6,825618,5,15,2248720,6,50,10000000,123,123,33441476,3,6,825618,5,15,2248720,6,50,10000000
2017,08,047,4,8,Gilpin County                 ,34,34,9489619,0,0,0,0,0,0,0,0,0,34,34,9489619,0,0,0,0,0,0,0,0,0
2017,08,049,4,8,Grand County                  ,182,182,61773563,0,0,0,0,0,0,1,16,2379362,101,101,34340379,0,0,0,0,0,0,0,0,0
2017,08,051,4,8,Gunnison County               ,140,140,40993266,1,2,396041,0,0,0,0,0,0,138,138,40193266,1,2,396041,0,0,0,0,0,0
2017,08,053,4,8,Hinsdale County               ,8,8,3371400,0,0,0,0,0,0,0,0,0,8,8,3371400,0,0,0,0,0,0,0,0,0
2017,08,055,4,8,Huerfano County               ,42,42,7810117,0,0,0,0,0,0,0,0,0,6,6,1234900,0,0,0,0,0,0,0,0,0
2017,08,057,4,8,Jackson County                ,9,9,1105705,0,0,0,0,0,0,0,0,0,9,9,1105705,0,0,0,0,0,0,0,0,0
2017,08,059,4,8,Jefferson County              ,1222,1222,340847753,2,4,521500,5,16,1710530,25,1131,147523955,1222,1222,340847753,2,4,521500,5,16,1710530,25,1131,147523955
2017,08,061,4,8,Kiowa County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,063,4,8,Kit Carson County             ,3,3,560000,0,0,0,0,0,0,0,0,0,3,3,560000,0,0,0,0,0,0,0,0,0
2017,08,065,4,8,Lake County                   ,24,24,8270853,0,0,0,0,0,0,0,0,0,20,20,7336653,0,0,0,0,0,0,0,0,0
2017,08,067,4,8,La Plata County               ,296,296,153124546,2,4,713001,0,0,0,10,264,29501976,296,296,153124546,2,4,713001,0,0,0,10,264,29501976
2017,08,069,4,8,Larimer County                ,2027,2027,522957791,10,20,2512929,4,15,3535465,43,873,131376719,2027,2027,522957791,10,20,2512929,4,15,3535465,43,873,131376719
2017,08,071,4,8,Las Animas County             ,17,17,2091000,0,0,0,0,0,0,0,0,0,17,17,2091000,0,0,0,0,0,0,0,0,0
