Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2017,08,001000,001,    ,99990 ,00000 ,88292 ,216,19740, , ,80601      ,4,8,12,Adams County Unincorporated Area,208,208,65406540,0,0,0,5,20,1677566,0,0,0,208,208,65406540,0,0,0,5,20,1677566,0,0,0
2017,08,003000,071,0005,00760 ,00000 ,538 ,999,99999, , ,81020      ,4,8,12,Aguilar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,005000,121,0010,00925 ,00000 ,1702 ,999,99999, , ,80720      ,4,8,0,Akron town,2,2,446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,007000,003,0015,01090 ,00000 ,8780 ,999,99999, , ,81101      ,4,8,0,Alamosa,20,20,1886915,0,0,0,0,0,0,9,49,2531643,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,009000,003,    ,99990 ,00000 ,6562 ,999,99999, , ,81101      ,4,8,0,Alamosa County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,011000,093,0020,01530 ,00000 ,270 ,216,19740, , ,80420      ,4,8,0,Alma town,1,1,205346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,013000,021,0025,02355 ,00000 ,781 ,999,99999, , ,81120      ,4,8,0,Antonito town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,015000,005,    ,99990 ,00000 ,83764 ,216,19740, , ,80112      ,4,8,12,Arapahoe County Unincorporated Area,281,281,62277786,0,0,0,0,0,0,1,98,14200000,281,281,62277786,0,0,0,0,0,0,1,98,14200000
2017,08,017000,007,    ,99990 ,00000 ,10357 ,999,99999, , ,81147      ,4,8,12,Archuleta County Unincorporated Area,149,149,34176000,2,4,455000,0,0,0,0,0,0,149,149,34176000,2,4,455000,0,0,0,0,0,0
2017,08,023000,059,0040,03455 ,00000 ,103584 ,216,19740,2, ,80002      ,4,8,12,Arvada,598,598,163765117,0,0,0,4,12,859044,14,442,51908153,598,598,163765117,0,0,0,4,12,859044,14,442,51908153
2017,08,025000,097,0045,03620 ,00000 ,6658 ,999,99999, , ,81611      ,4,8,0,Aspen,19,19,78972408,4,8,4995320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,027000,123,0050,03950 ,00000 ,1519 ,216,24540, , ,80610      ,4,8,0,Ault town,23,23,4504773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,031000,005,0055,04000 ,00000 ,285090 ,216,19740,2,1,800121553  ,4,8,12,Aurora,1660,1660,385352179,0,0,0,4,12,2110080,7,257,32550096,1660,1660,385352179,0,0,0,4,12,2110080,7,257,32550096
2017,08,035000,037,0057,04110 ,00000 ,6447 ,999,99999, , ,816200975  ,4,8,12,Avon town,6,6,18930069,0,0,0,1,4,1443952,0,0,0,6,6,18930069,0,0,0,1,4,1443952,0,0,0
2017,08,039000,037,0060,04935 ,00000 ,2926 ,999,99999,2, ,81621      ,4,8,12,Basalt town,6,6,2158159,1,2,301442,0,0,0,1,14,5200000,6,6,2158159,1,2,301442,0,0,0,1,14,5200000
2017,08,043000,067,0065,05265 ,00000 ,2333 ,999,99999, , ,81122      ,4,8,12,Bayfield town,18,18,4081000,0,0,0,0,0,0,0,0,0,18,18,4081000,0,0,0,0,0,0,0,0,0
2017,08,045000,001,0075,06090 ,00000 ,1955 ,216,19740,2, ,801027806  ,4,8,11,Bennett town,5,5,1643687,2,4,818071,0,0,0,0,0,0,5,5,1643687,2,4,818071,0,0,0,0,0,0
2017,08,047000,011,    ,99990 ,00000 ,4089 ,999,99999, , ,81054      ,4,8,0,Bent County Unincorporated Area,3,3,1312395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,049000,069,0080,06255 ,00000 ,5042 ,999,22660,2, ,80513      ,4,8,12,Berthoud town,434,434,90896374,0,0,0,0,0,0,0,0,0,434,434,90896374,0,0,0,0,0,0,0,0,0
2017,08,051000,063,0085,06530 ,00000 ,237 ,999,99999, , ,80805      ,4,8,12,Bethune town,1,1,75000,0,0,0,0,0,0,0,0,0,1,1,75000,0,0,0,0,0,0,0,0,0
2017,08,053000,047,0090,07025 ,00000 ,118 ,216,19740, , ,80422      ,4,8,12,Black Hawk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,055000,023,0095,07190 ,00000 ,385 ,999,99999, , ,81123      ,4,8,12,Blanca town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,057000,117,0097,07410 ,00000 ,849 ,999,99999, , ,80424      ,4,8,12,Blue River town,8,8,2859440,0,0,0,0,0,0,0,0,0,8,8,2859440,0,0,0,0,0,0,0,0,0
2017,08,063000,013,0110,07850 ,00000 ,97385 ,216,14500, ,1,803060791  ,4,8,12,Boulder,74,74,39237206,0,0,0,3,10,2082044,8,118,25008963,74,74,39237206,0,0,0,3,10,2082044,8,118,25008963
2017,08,065000,013,    ,99990 ,00000 ,43380 ,216,14500,2, ,80306      ,4,8,12,Boulder County Unincorporated Area,43,43,32444382,0,0,0,1,3,555000,0,0,0,43,43,32444382,0,0,0,1,3,555000,0,0,0
2017,08,067000,005,0115,08070 ,00000 ,589 ,216,19740,2, ,801231586  ,4,8,12,Bow Mar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,073000,117,0125,08400 ,00000 ,4540 ,999,99999, , ,80424      ,4,8,12,Breckenridge town,144,144,89850238,0,0,0,0,0,0,0,0,0,144,144,89850238,0,0,0,0,0,0,0,0,0
2017,08,075000,001,0130,08675 ,00000 ,33009 ,216,19740,2, ,80601      ,4,8,12,Brighton,174,174,56201120,0,0,0,0,0,0,8,192,7604105,174,174,56201120,0,0,0,0,0,0,8,192,7604105
2017,08,079000,043,0140,09115 ,00000 ,233 ,999,99999, , ,81212      ,4,8,12,Brookside town,1,1,254000,0,0,0,0,0,0,0,0,0,1,1,254000,0,0,0,0,0,0,0,0,0
2017,08,083000,014,0143,09280 ,00000 ,55889 ,216,19740,2,1,80020      ,4,8,12,Broomfield,398,398,121313203,0,0,0,0,0,0,3,18,2728128,398,398,121313203,0,0,0,0,0,0,3,18,2728128
2017,08,089000,087,0150,09555 ,00000 ,5463 ,999,99999, , ,80723      ,4,8,0,Brush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,093000,063,0160,10600 ,00000 ,4254 ,999,99999, , ,80807      ,4,8,12,Burlington,1,1,375000,0,0,0,0,0,0,0,0,0,1,1,375000,0,0,0,0,0,0,0,0,0
2017,08,095000,041,0165,11260 ,00000 ,780 ,999,17820, , ,808088203  ,4,8,12,Calhan town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,099000,043,0610,11810 ,00000 ,16400 ,999,99999, , ,812151460  ,4,8,12,Canon City,23,23,5736175,0,0,0,0,0,0,1,30,4496000,23,23,5736175,0,0,0,0,0,0,1,30,4496000
2017,08,101000,045,0180,12045 ,00000 ,6427 ,999,99999, , ,81623      ,4,8,12,Carbondale town,15,15,5579558,1,2,194659,0,0,0,0,0,0,15,15,5579558,1,2,194659,0,0,0,0,0,0
2017,08,102900,035,0186,12387 ,00000 ,10360 ,216,19740, , ,80108      ,4,8,12,Castle Pines,47,47,17921610,0,0,0,0,0,0,0,0,0,47,47,17921610,0,0,0,0,0,0,0,0,0
2017,08,103000,035,0188,12415 ,00000 ,48231 ,216,19740, , ,80104      ,4,8,12,Castle Rock town,907,907,248486991,0,0,0,0,0,0,31,332,32196057,907,907,248486991,0,0,0,0,0,0,31,332,32196057
2017,08,105000,029,0190,12635 ,00000 ,2253 ,999,99999, , ,81413      ,4,8,12,Cedaredge town,9,9,1894390,0,0,0,0,0,0,0,0,0,9,9,1894390,0,0,0,0,0,0,0,0,0
2017,08,106000,005,0193,12815 ,00000 ,100377 ,216,19740, , ,80112      ,4,8,12,Centennial,150,150,35454466,0,0,0,1,4,564200,0,0,0,150,150,35454466,0,0,0,1,4,564200,0,0,0
2017,08,109000,109,0195,12855 ,00000 ,2012 ,999,99999,2, ,81125      ,4,8,12,Center town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,111000,047,0200,12910 ,00000 ,663 ,216,19740,2, ,80427      ,4,8,12,Central City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,113000,015,    ,00000 ,00000 ,9219 ,999,99999, , ,81201      ,4,8,0,Chaffee County,132,132,34972653,5,10,1619810,4,12,2198800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,117000,005,0210,13845 ,00000 ,5987 ,216,19740, , ,80113      ,4,8,12,Cherry Hills Village,6,6,10613900,0,0,0,0,0,0,0,0,0,6,6,10613900,0,0,0,0,0,0,0,0,0
2017,08,119000,017,    ,99990 ,00000 ,757 ,999,99999, , ,808100567  ,4,8,0,Cheyenne County Unincorporated Area,3,3,377600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,121000,017,0215,14175 ,00000 ,846 ,999,99999, , ,80810      ,4,8,12,Cheyenne Wells town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,08,123000,019,    ,99990 ,00000 ,5885 ,216,19740,2, ,80444      ,4,8,12,Clear Creek County Unincorporated Area,17,17,5731766,0,0,0,0,0,0,0,0,0,17,17,5731766,0,0,0,0,0,0,0,0,0
2017,08,125000,043,0225,15330 ,00000 ,343 ,999,99999, , ,81221      ,4,8,12,Coal Creek town,1,1,110000,0,0,0,0,0,0,0,0,0,1,1,110000,0,0,0,0,0,0,0,0,0
2017,08,133000,005,0244,16385 ,00000 ,1256 ,216,19740, , ,80123      ,4,8,12,Columbine Valley town,17,17,14344765,0,0,0,0,0,0,0,0,0,17,17,14344765,0,0,0,0,0,0,0,0,0
2017,08,135000,001,0245,16495 ,00000 ,45913 ,216,19740, , ,80022      ,4,8,12,Commerce City,556,556,154237717,4,8,874413,0,0,0,10,221,31892912,556,556,154237717,4,8,874413,0,0,0,10,221,31892912
2017,08,137000,021,    ,99990 ,00000 ,4383 ,999,99999, , ,81129      ,4,8,12,Conejos County Unincorporated Area,21,21,2730000,0,0,0,0,0,0,0,0,0,21,21,2730000,0,0,0,0,0,0,0,0,0
