Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2025,08,001000,001,    ,99990 ,00000 ,97489 ,216,19740, , ,80601      ,4,8,11,Adams County Unincorporated Area,345,345,113121892,0,0,0,0,0,0,29,145,17309467,314,314,103512888,0,0,0,0,0,0,29,145,17309467
2025,08,003000,071,0005,00760 ,00000 ,479 ,999,99999, , ,81020      ,4,8,12,Aguilar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,005000,121,0010,00925 ,00000 ,1682 ,999,99999, , ,80720      ,4,8,0,Akron town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,007000,003,0015,01090 ,00000 ,9367 ,999,10480, ,2,81101      ,4,8,12,Alamosa,14,14,3086439,7,14,2145168,0,0,0,0,0,0,14,14,3086439,7,14,2145168,0,0,0,0,0,0
2025,08,009000,003,    ,99990 ,00000 ,6709 ,999,10480, , ,81101      ,4,8,0,Alamosa County Unincorporated Area,28,28,5012250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,011000,093,0020,01530 ,00000 ,329 ,216,19740, , ,80420      ,4,8,12,Alma town,2,2,1100000,0,0,0,0,0,0,0,0,0,2,2,1100000,0,0,0,0,0,0,0,0,0
2025,08,013000,021,0025,02355 ,00000 ,752 ,999,10480, , ,81120      ,4,8,0,Antonito town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,015000,005,    ,99990 ,00000 ,94719 ,216,19740, , ,80112      ,4,8,11,Arapahoe County Unincorporated Area,272,272,87771199,0,0,0,1,3,437825,20,382,54941371,228,228,74279419,0,0,0,0,0,0,17,367,53440605
2025,08,017000,007,    ,99990 ,00000 ,12064 ,999,99999, , ,81147      ,4,8,12,Archuleta County Unincorporated Area,113,113,38063244,0,0,0,0,0,0,0,0,0,113,113,38063244,0,0,0,0,0,0,0,0,0
2025,08,023000,059,0040,03455 ,00000 ,118822 ,216,19740,2, ,80002      ,4,8,11,Arvada,187,187,59956578,0,0,0,0,0,0,0,0,0,162,162,52237260,0,0,0,0,0,0,0,0,0
2025,08,025000,097,0045,03620 ,00000 ,7657 ,233,40090, , ,81611      ,4,8,12,Aspen,8,8,88492743,0,0,0,0,0,0,0,0,0,8,8,88492743,0,0,0,0,0,0,0,0,0
2025,08,027000,123,0050,03950 ,00000 ,2126 ,216,24540, , ,80610      ,4,8,12,Ault town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,031000,005,0055,04000 ,00000 ,337361 ,216,19740,2,1,800121553  ,4,8,12,Aurora,1156,1156,253473340,0,0,0,0,0,0,1,405,47300000,1156,1156,253473340,0,0,0,0,0,0,1,405,47300000
2025,08,035000,037,0057,04110 ,00000 ,6952 ,233,20780, , ,816200975  ,4,8,12,Avon town,24,24,14560133,0,0,0,0,0,0,0,0,0,24,24,14560133,0,0,0,0,0,0,0,0,0
2025,08,039000,037,0060,04935 ,00000 ,3180 ,233,20780,2, ,81621      ,4,8,0,Basalt town,5,5,1798465,0,0,0,0,0,0,3,15,5571429,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,043000,067,0065,05265 ,00000 ,2586 ,999,20420, , ,81122      ,4,8,12,Bayfield town,6,6,1639555,1,2,500000,1,4,270000,0,0,0,6,6,1639555,1,2,500000,1,4,270000,0,0,0
2025,08,045000,001,0075,06090 ,00000 ,2564 ,216,19740,2, ,801027806  ,4,8,12,Bennett town,134,134,41122766,0,0,0,1,4,1151872,0,0,0,134,134,41122766,0,0,0,1,4,1151872,0,0,0
2025,08,047000,011,    ,99990 ,00000 ,3228 ,999,99999, , ,81054      ,4,8,0,Bent County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,049000,069,0080,06255 ,00000 ,10668 ,999,22660,2, ,80513      ,4,8,12,Berthoud town,143,143,77138776,0,0,0,0,0,0,0,0,0,143,143,77138776,0,0,0,0,0,0,0,0,0
2025,08,051000,063,0085,06530 ,00000 ,235 ,999,99999, , ,80805      ,4,8,12,Bethune town,1,1,296519,0,0,0,0,0,0,0,0,0,1,1,296519,0,0,0,0,0,0,0,0,0
2025,08,053000,047,0090,07025 ,00000 ,131 ,216,19740, , ,80422      ,4,8,12,Black Hawk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,055000,023,0095,07190 ,00000 ,407 ,999,10480, , ,81123      ,4,8,0,Blanca town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,057000,117,0097,07410 ,00000 ,928 ,999,14720, , ,80424      ,4,8,10,Blue River town,5,5,2499947,0,0,0,0,0,0,0,0,0,4,4,2020460,0,0,0,0,0,0,0,0,0
2025,08,063000,013,0110,07850 ,00000 ,107645 ,216,14500, ,1,803060791  ,4,8,12,Boulder,31,31,19381312,1,2,588884,0,0,0,3,303,66703894,31,31,19381312,1,2,588884,0,0,0,3,303,66703894
2025,08,065000,013,    ,99990 ,00000 ,43885 ,216,14500,2, ,80306      ,4,8,12,Boulder County Unincorporated Area,55,55,61252926,0,0,0,0,0,0,0,0,0,55,55,61252926,0,0,0,0,0,0,0,0,0
2025,08,067000,005,0115,08070 ,00000 ,667 ,216,19740,2, ,801231586  ,4,8,0,Bow Mar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,073000,117,0125,08400 ,00000 ,4954 ,999,14720, ,2,80424      ,4,8,12,Breckenridge town,59,59,59032420,0,0,0,0,0,0,0,0,0,59,59,59032420,0,0,0,0,0,0,0,0,0
2025,08,075000,001,0130,08675 ,00000 ,39123 ,216,19740,2, ,80601      ,4,8,12,Brighton,483,483,157497980,0,0,0,0,0,0,0,0,0,483,483,157497980,0,0,0,0,0,0,0,0,0
2025,08,079000,043,0140,09115 ,00000 ,261 ,444,15860, , ,81212      ,4,8,12,Brookside town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,083000,014,0143,09280 ,00000 ,72236 ,216,19740,2,1,80020      ,4,8,12,Broomfield,76,76,39467943,0,0,0,4,14,3966208,8,880,183575387,76,76,39467943,0,0,0,4,14,3966208,8,880,183575387
2025,08,089000,087,0150,09555 ,00000 ,5438 ,999,22820, , ,80723      ,4,8,0,Brush,2,2,263804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,093000,063,0160,10600 ,00000 ,3126 ,999,99999, , ,80807      ,4,8,12,Burlington,1,1,97800,0,0,0,0,0,0,0,0,0,1,1,97800,0,0,0,0,0,0,0,0,0
2025,08,095000,041,0165,11260 ,00000 ,827 ,999,17820, , ,808088203  ,4,8,12,Calhan town,2,2,176000,0,0,0,0,0,0,0,0,0,2,2,176000,0,0,0,0,0,0,0,0,0
2025,08,099000,043,0610,11810 ,00000 ,16536 ,444,15860, ,2,812151460  ,4,8,12,Canon City,19,19,6604314,1,2,346230,0,0,0,0,0,0,19,19,6604314,1,2,346230,0,0,0,0,0,0
2025,08,101000,045,0180,12045 ,00000 ,6729 ,233,40090, , ,81623      ,4,8,12,Carbondale town,15,15,7950143,0,0,0,0,0,0,1,16,6537028,15,15,7950143,0,0,0,0,0,0,1,16,6537028
2025,08,102900,035,0186,12387 ,00000 ,11664 ,216,19740, , ,801084601  ,4,8,12,Castle Pines,99,99,56644121,0,0,0,0,0,0,3,18,4300102,99,99,56644121,0,0,0,0,0,0,3,18,4300102
2025,08,103000,035,0188,12415 ,00000 ,70567 ,216,19740, , ,80104      ,4,8,12,Castle Rock town,261,261,155421617,0,0,0,0,0,0,0,0,0,261,261,155421617,0,0,0,0,0,0,0,0,0
2025,08,105000,029,0190,12635 ,00000 ,2313 ,999,99999, , ,81413      ,4,8,0,Cedaredge town,12,12,2648754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,106000,005,0193,12815 ,00000 ,110156 ,216,19740, ,1,80112      ,4,8,12,Centennial,194,194,53529433,0,0,0,0,0,0,0,0,0,194,194,53529433,0,0,0,0,0,0,0,0,0
2025,08,109000,109,0195,12855 ,00000 ,2188 ,999,99999,2, ,81125      ,4,8,0,Center town,1,1,416234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,111000,047,0200,12900 ,00000 ,730 ,216,19740,2, ,80427      ,4,8,12,Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,113000,015,    ,00000 ,00000 ,10721 ,999,99999, , ,81201      ,4,8,12,Chaffee County,167,167,69630271,1,2,222256,2,6,1159073,0,0,0,167,167,69630271,1,2,222256,2,6,1159073,0,0,0
2025,08,117000,005,0210,13845 ,00000 ,6620 ,216,19740, , ,80113      ,4,8,12,Cherry Hills Village,9,9,39389990,0,0,0,0,0,0,0,0,0,9,9,39389990,0,0,0,0,0,0,0,0,0
2025,08,119000,017,    ,99990 ,00000 ,751 ,999,99999, , ,808100567  ,4,8,12,Cheyenne County Unincorporated Area,1,1,296519,0,0,0,0,0,0,0,0,0,1,1,296519,0,0,0,0,0,0,0,0,0
2025,08,121000,017,0215,14175 ,00000 ,815 ,999,99999, , ,80810      ,4,8,12,Cheyenne Wells town,1,1,800000,0,0,0,0,0,0,0,0,0,1,1,800000,0,0,0,0,0,0,0,0,0
2025,08,123000,019,    ,99990 ,00000 ,6150 ,216,19740,2, ,80444      ,4,8,12,Clear Creek County Unincorporated Area,14,14,9953595,0,0,0,0,0,0,0,0,0,14,14,9953595,0,0,0,0,0,0,0,0,0
2025,08,125000,043,0225,15330 ,00000 ,350 ,444,15860, , ,81221      ,4,8,12,Coal Creek town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,133000,005,0244,16385 ,00000 ,1508 ,216,19740, , ,80123      ,4,8,11,Columbine Valley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,135000,001,0245,16495 ,00000 ,59317 ,216,19740, ,1,80022      ,4,8,12,Commerce City,488,488,173611258,0,0,0,0,0,0,21,443,70739729,488,488,173611258,0,0,0,0,0,0,21,443,70739729
2025,08,137000,021,    ,99990 ,00000 ,4250 ,999,10480, , ,81129      ,4,8,12,Conejos County Unincorporated Area,18,18,7500475,0,0,0,0,0,0,0,0,0,18,18,7500475,0,0,0,0,0,0,0,0,0
2025,08,139000,083,0250,17375 ,00000 ,8734 ,999,99999, , ,81321      ,4,8,0,Cortez,14,14,3544981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,141000,023,    ,99990 ,00000 ,2822 ,999,10480, , ,81152      ,4,8,12,Costilla County Unincorporated Area,114,114,33803130,0,0,0,0,0,0,0,0,0,114,114,33803130,0,0,0,0,0,0,0,0,0
2025,08,143000,081,0255,17760 ,00000 ,8953 ,999,44460, , ,81625      ,4,8,12,Craig,11,11,5541262,0,0,0,0,0,0,0,0,0,11,11,5541262,0,0,0,0,0,0,0,0,0
2025,08,145000,029,0260,17925 ,00000 ,429 ,999,99999, , ,81415      ,4,8,12,Crawford town,1,1,296519,0,0,0,0,0,0,0,0,0,1,1,296519,0,0,0,0,0,0,0,0,0
2025,08,147000,079,0796,14765 ,00000 ,315 ,999,99999, , ,81130      ,4,8,12,City of Creede town,3,3,1250000,0,0,0,0,0,0,0,0,0,3,3,1250000,0,0,0,0,0,0,0,0,0
2025,08,149000,051,0270,18310 ,00000 ,1682 ,999,99999, , ,81224      ,4,8,12,Crested Butte town,4,4,5093443,0,0,0,0,0,0,0,0,0,4,4,5093443,0,0,0,0,0,0,0,0,0
2025,08,150000,109,0275,18420 ,00000 ,138 ,999,99999, , ,81131      ,4,8,12,Crestone town,2,2,593037,0,0,0,0,0,0,0,0,0,2,2,593037,0,0,0,0,0,0,0,0,0
2025,08,151000,119,0280,18530 ,00000 ,1266 ,999,17820, , ,80813      ,4,8,12,Cripple Creek,20,20,3433000,0,0,0,0,0,0,0,0,0,20,20,3433000,0,0,0,0,0,0,0,0,0
2025,08,153000,075,0285,18640 ,00000 ,110 ,999,44540, , ,80726      ,4,8,12,Crook town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,155000,025,    ,99990 ,00000 ,3948 ,999,99999, , ,81063      ,4,8,12,Crowley County Unincorporated Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,157000,025,0290,18750 ,00000 ,166 ,999,99999, , ,810330036  ,4,8,12,Crowley town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,159000,027,    ,99990 ,00000 ,3750 ,999,99999, , ,81252      ,4,8,12,Custer County Unincorporated Area,68,68,20163270,0,0,0,0,0,0,0,0,0,68,68,20163270,0,0,0,0,0,0,0,0,0
2025,08,161000,123,0295,19080 ,00000 ,6572 ,216,24540, , ,805140186  ,4,8,12,Dacono,19,19,7923082,0,0,0,0,0,0,0,0,0,19,19,7923082,0,0,0,0,0,0,0,0,0
2025,08,165000,005,0305,19630 ,00000 ,856 ,216,19740, , ,80105      ,4,8,12,Deer Trail town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,169000,029,0315,19850 ,00000 ,9030 ,999,99999, , ,81416      ,4,8,12,Delta,27,27,7271400,1,2,435000,0,0,0,0,0,0,27,27,7271400,1,2,435000,0,0,0,0,0,0
2025,08,173000,031,0320,20000 ,00000 ,735538 ,216,19740,2,1,80202      ,4,8,11,Denver,1027,1027,332552732,0,0,0,4,12,1567792,54,3688,701977846,967,967,313974864,0,0,0,4,12,1567792,46,3124,608258024
2025,08,177000,081,0332,20495 ,00000 ,334 ,999,44460, , ,816100238  ,4,8,0,Dinosaur town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,181000,083,0335,20770 ,00000 ,964 ,999,99999, , ,81323      ,4,8,12,Dolores town,1,1,419000,2,4,960000,0,0,0,0,0,0,1,1,419000,2,4,960000,0,0,0,0,0,0
2025,08,183000,035,    ,99990 ,00000 ,203901 ,216,19740,2, ,80104      ,4,8,12,Douglas County Unincorporated Area,616,616,215764177,3,6,645466,12,46,8333865,2,10,1842859,616,616,215764177,3,6,645466,12,46,8333865,2,10,1842859
2025,08,187000,067,0350,22035 ,00000 ,19690 ,999,20420, ,2,81301      ,4,8,12,Durango,28,28,19508814,3,6,2242000,2,8,1730000,8,168,17660046,28,28,19508814,3,6,2242000,2,8,1730000,8,168,17660046
2025,08,189000,061,0355,22145 ,00000 ,632 ,999,99999, , ,81036      ,4,8,12,Eads town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,08,191000,037,    ,99990 ,00000 ,23646 ,233,20780, , ,81631      ,4,8,12,Eagle County Unincorporated Area,41,41,63386024,0,0,0,0,0,0,0,0,0,41,41,63386024,0,0,0,0,0,0,0,0,0
2025,08,193000,037,0360,22200 ,00000 ,6911 ,233,20780, , ,81631      ,4,8,12,Eagle town,13,13,16961825,2,4,753179,1,3,700000,4,32,5486973,13,13,16961825,2,4,753179,1,3,700000,4,32,5486973
2025,08,195000,123,0370,22860 ,00000 ,6000 ,216,24540, , ,80615      ,4,8,12,Eaton town,2,2,525000,0,0,0,0,0,0,0,0,0,2,2,525000,0,0,0,0,0,0,0,0,0
