Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2021,08,001000,001,    ,99990 ,00000 ,88292 ,216,19740, , ,80601      ,4,8,12,Adams County Unincorporated Area,383,383,90796238,0,0,0,0,0,0,2,11,2700000,383,383,90796238,0,0,0,0,0,0,2,11,2700000
2021,08,003000,071,0005,00760 ,00000 ,538 ,999,99999, , ,81020      ,4,8,12,Aguilar town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,005000,121,0010,00925 ,00000 ,1702 ,999,99999, , ,80720      ,4,8,0,Akron town,1,1,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,007000,003,0015,01090 ,00000 ,8780 ,999,99999, , ,81101      ,4,8,12,Alamosa,19,19,4718217,0,0,0,1,4,949368,4,41,7050000,19,19,4718217,0,0,0,1,4,949368,4,41,7050000
2021,08,009000,003,    ,99990 ,00000 ,6562 ,999,99999, , ,81101      ,4,8,12,Alamosa County Unincorporated Area,45,45,8266283,0,0,0,0,0,0,0,0,0,45,45,8266283,0,0,0,0,0,0,0,0,0
2021,08,011000,093,0020,01530 ,00000 ,270 ,216,19740, , ,80420      ,4,8,12,Alma town,6,6,1645210,0,0,0,0,0,0,0,0,0,6,6,1645210,0,0,0,0,0,0,0,0,0
2021,08,013000,021,0025,02355 ,00000 ,781 ,999,99999, , ,81120      ,4,8,0,Antonito town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,015000,005,    ,99990 ,00000 ,83764 ,216,19740, , ,80112      ,4,8,12,Arapahoe County Unincorporated Area,543,543,148567639,0,0,0,9,36,5549896,23,150,19709844,543,543,148567639,0,0,0,9,36,5549896,23,150,19709844
2021,08,017000,007,    ,99990 ,00000 ,10357 ,999,99999, , ,81147      ,4,8,0,Archuleta County Unincorporated Area,161,161,40938724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,023000,059,0040,03455 ,00000 ,103584 ,216,19740,2, ,80002      ,4,8,12,Arvada,373,373,102573113,0,0,0,0,0,0,0,0,0,373,373,102573113,0,0,0,0,0,0,0,0,0
2021,08,025000,097,0045,03620 ,00000 ,6658 ,999,99999, , ,81611      ,4,8,0,Aspen,10,10,43539168,0,0,0,0,0,0,1,16,5725710,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,027000,123,0050,03950 ,00000 ,1519 ,216,24540, , ,80610      ,4,8,0,Ault town,32,32,5266550,0,0,0,1,4,1100380,1,14,2188176,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,031000,005,0055,04000 ,00000 ,285090 ,216,19740,2,1,800121553  ,4,8,12,Aurora,2096,2096,507165693,0,0,0,0,0,0,40,2080,283723572,2096,2096,507165693,0,0,0,0,0,0,40,2080,283723572
2021,08,035000,037,0057,04110 ,00000 ,6447 ,999,99999, , ,816200975  ,4,8,12,Avon town,16,16,14655581,0,0,0,0,0,0,0,0,0,16,16,14655581,0,0,0,0,0,0,0,0,0
2021,08,039000,037,0060,04935 ,00000 ,2926 ,999,99999,2, ,81621      ,4,8,0,Basalt town,10,10,3596931,0,0,0,0,0,0,1,20,7428570,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,043000,067,0065,05265 ,00000 ,2333 ,999,99999, , ,81122      ,4,8,12,Bayfield town,17,17,5225000,0,0,0,0,0,0,0,0,0,17,17,5225000,0,0,0,0,0,0,0,0,0
2021,08,045000,001,0075,06090 ,00000 ,1955 ,216,19740,2, ,801027806  ,4,8,12,Bennett town,148,148,43764917,1,2,653994,0,0,0,0,0,0,148,148,43764917,1,2,653994,0,0,0,0,0,0
2021,08,047000,011,    ,99990 ,00000 ,4089 ,999,99999, , ,81054      ,4,8,0,Bent County Unincorporated Area,6,6,669515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,08,049000,069,0080,06255 ,00000 ,5042 ,999,22660,2, ,80513      ,4,8,12,Berthoud town,509,509,192412928,0,0,0,0,0,0,0,0,0,509,509,192412928,0,0,0,0,0,0,0,0,0
